,temp,tube
0,63.056539078737956,A1
1,64.28479136539569,B1
2,65.51304365205344,C1
3,66.74129593871118,D1
4,67.96954822536891,E1
5,69.19780051202665,F1
6,70.4260527986844,G1
7,71.65430508534213,H1
