,temp,tube
0,62.79917960372064,A1
1,64.09300758948034,B1
2,65.38683557524004,C1
3,66.68066356099973,D1
4,67.97449154675944,E1
5,69.26831953251914,F1
6,70.56214751827883,G1
7,71.85597550403854,H1
