Number,Name,Assembly Method,Part(s),Assembly Piece ID Number,Part(s).1,Assembly Piece ID Number.1,Part(s).2,Assembly Piece ID Number.2,Part(s).3,Assembly Piece ID Number.3
0,pmas00001,Golden-gate,(CG6225_lha),0,(kG4),1,(CG6225_rha),2,(pBH_2),3
