,temp,tube
0,64.23843470916243,A1
1,64.59819663760587,A2
2,64.95795856604929,A3
3,65.31772049449272,A4
4,65.67748242293614,A5
5,66.03724435137957,A6
6,66.39700627982299,A7
7,66.75676820826642,A8
