,temp,tube
0,56.813442333613196,A1
1,58.784552922310716,A2
2,60.75566351100823,A3
3,62.72677409970575,A4
4,64.69788468840326,A5
5,66.66899527710078,A6
6,68.6401058657983,A7
7,70.61121645449582,A8
