,temp,tube
0,62.97683618882611,A1
1,64.23412755449073,B1
2,65.49141892015535,C1
3,66.74871028581997,D1
4,68.0060016514846,E1
5,69.26329301714921,F1
6,70.52058438281384,G1
7,71.77787574847845,H1
