,Number,Name,Assembly Method,Part(s),Assembly Piece ID Number,Part(s).1,Assembly Piece ID Number.1,Part(s).2,Assembly Piece ID Number.2,Part(s).3,Assembly Piece ID Number.3,Part(s).4,Assembly Piece ID Number.4,pcr_frag_tube_x,pcr_frag_tube_y,pcr_frag_tube
0,0,pmas00001,Golden-gate,(CG6225_lha),0,(kG4),1,(CG6225_rha),2,(pBH_2),3,nan,nan,A6,B6,A5
