,temp,tube
0,57.1406974145492,A1
1,59.00927359060069,A2
2,60.87784976665218,A3
3,62.746425942703674,A4
4,64.61500211875517,A5
5,66.48357829480666,A6
6,68.35215447085815,A7
7,70.22073064690964,A8
