,temp,tube
0,62.953180286779265,A1
1,64.20338708406406,B1
2,65.45359388134887,C1
3,66.70380067863367,D1
4,67.95400747591847,E1
5,69.20421427320328,F1
6,70.45442107048808,G1
7,71.70462786777288,H1
