,temp,tube
0,62.62343773632747,A1
1,63.93432696523428,B1
2,65.24521619414108,C1
3,66.5561054230479,D1
4,67.86699465195471,E1
5,69.17788388086151,F1
6,70.48877310976832,G1
7,71.79966233867513,H1
