,temp,tube
0,63.14409250234133,A1
1,64.37690825749665,B1
2,65.60972401265198,C1
3,66.84253976780731,D1
4,68.07535552296264,E1
5,69.30817127811797,F1
6,70.5409870332733,G1
7,71.77380278842863,H1
