,temp,tube
0,62.63089999710183,A1
1,63.94798648723572,B1
2,65.26507297736961,C1
3,66.5821594675035,D1
4,67.89924595763739,E1
5,69.2163324477713,F1
6,70.53341893790518,G1
7,71.85050542803907,H1
