,temp,tube
0,57.68587102662531,A1
1,59.483661369975884,A2
2,61.28145171332647,A3
3,63.079242056677046,A4
4,64.87703240002763,A5
5,66.67482274337821,A6
6,68.47261308672878,A7
7,70.27040343007937,A8
