,temp,tube
0,62.992219646790076,A1
1,64.24811489434033,B1
2,65.50401014189059,C1
3,66.75990538944085,D1
4,68.0158006369911,E1
5,69.27169588454136,F1
6,70.52759113209162,G1
7,71.78348637964187,H1
