,temp,tube
0,62.75742798155146,A1
1,64.03207394039735,B1
2,65.30671989924325,C1
3,66.58136585808914,D1
4,67.85601181693505,E1
5,69.13065777578095,F1
6,70.40530373462684,G1
7,71.67994969347274,H1
