,temp,tube
0,63.171170470450484,A1
1,64.39485661331179,B1
2,65.61854275617308,C1
3,66.84222889903438,D1
4,68.06591504189568,E1
5,69.28960118475699,F1
6,70.51328732761829,G1
7,71.73697347047958,H1
